"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","GrLivArea","FullBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
787,50,8,60,10800,"Pave","Reg","Lvl",1,"Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1915,1950,"Gable","CompShg",9,9,4,"TA","Gd","PConc",4,3,4,5,6,1088,686,"GasA","TA","Y",1,966,1652,2,4,1,3,7,1,6,1961,3,1,416,3,3,"Y",6,2010,4,"Normal",139000
788,60,6,76,10142,"Pave","IR1","Lvl",1,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,3,4,1,6,300,956,"GasA","Ex","Y",1,956,2084,2,4,1,2,8,1,4,2004,2,2,618,3,3,"Y",1,2010,4,"Normal",233000
789,20,8,50,6000,"Pave","Reg","Lvl",1,"Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,7,1954,2000,"Gable","CompShg",9,9,4,"TA","TA","CBlock",3,3,4,6,6,901,901,"GasA","Ex","Y",1,901,901,1,2,1,3,4,1,6,1954,3,1,281,4,3,"Y",8,2008,5,"Normal",107900
790,60,6,48,12205,"Pave","IR1","Low",1,"Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story",6,8,1966,2007,"Gable","CompShg",7,7,2,"TA","TA","CBlock",3,4,1,5,6,264,832,"GasA","Gd","Y",1,976,2087,2,5,1,2,9,1,2,1966,1,2,444,3,3,"Y",7,2007,7,"Normal",187500
791,120,6,43,3182,"Pave","Reg","Lvl",1,"Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,4,1,6,1129,1145,"GasA","Ex","Y",1,1145,1145,2,2,1,2,5,1,2,2005,1,2,397,3,3,"Y",9,2009,4,"Normal",160200
792,80,6,50,11333,"Pave","IR1","Lvl",1,"Corner","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","CompShg",7,7,4,"TA","TA","PConc",2,3,2,2,6,490,1029,"GasA","TA","Y",1,1062,1062,1,3,1,3,5,1,2,1976,2,2,539,3,3,"Y",5,2007,9,"Normal",146800
793,60,6,92,9920,"Pave","IR1","Lvl",1,"CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg",9,9,4,"Gd","TA","PConc",2,3,2,1,6,255,1117,"GasA","Ex","Y",1,1127,2013,2,3,1,3,8,1,2,1997,3,2,455,3,3,"Y",6,2007,4,"Normal",269790
794,20,6,76,9158,"Pave","Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg",6,11,5,"Gd","TA","PConc",2,3,2,6,6,1496,1496,"GasA","Ex","Y",1,1496,1496,2,3,1,2,7,1,2,2007,1,2,474,3,3,"Y",6,2007,4,"Partial",225000
795,60,6,42,10832,"Pave","IR1","Lvl",1,"Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1994,1996,"Gable","CompShg",9,9,4,"Gd","TA","PConc",2,3,4,6,6,712,712,"GasA","Ex","Y",1,1086,1895,2,3,1,2,7,1,2,1994,1,2,409,3,3,"Y",10,2008,4,"Normal",194500
796,60,6,70,8400,"Pave","Reg","Lvl",1,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,6,1980,1981,"Gable","CompShg",7,7,2,"TA","TA","CBlock",2,3,4,6,6,650,650,"GasA","TA","Y",1,888,1564,2,3,1,3,7,1,2,1980,3,2,476,3,3,"Y",4,2010,4,"Normal",171000
797,20,6,71,8197,"Pave","Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",6,5,1977,1977,"Gable","CompShg",11,11,2,"TA","TA","CBlock",3,3,4,6,6,660,660,"GasA","Ex","Y",1,1285,1285,1,3,1,3,7,1,2,1977,2,2,528,3,3,"Y",4,2007,4,"Normal",143500
798,20,6,57,7677,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1953,1953,"Gable","CompShg",15,15,4,"TA","TA","CBlock",3,3,4,3,6,203,773,"GasA","Gd","Y",1,773,773,1,2,1,3,4,1,2,1953,3,1,240,3,3,"Y",4,2008,9,"Abnorml",110000
799,60,6,104,13518,"Pave","Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2008,2009,"Hip","CompShg",15,15,5,"Ex","TA","PConc",1,3,4,6,6,1926,1926,"GasA","Ex","Y",1,1966,3140,3,4,1,1,11,1,4,2009,1,3,820,3,3,"Y",7,2009,4,"Partial",485000
800,50,6,60,7200,"Pave","Reg","Lvl",1,"Corner","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin",5,7,1937,1950,"Gable","CompShg",16,16,2,"TA","TA","BrkTil",2,3,4,2,6,162,731,"GasA","Ex","Y",1,981,1768,1,3,1,2,7,1,6,1939,3,1,240,3,3,"Y",6,2007,4,"Normal",175000
801,60,6,79,12798,"Pave","IR1","HLS",1,"Inside","Mod","ClearCr","Feedr","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg",15,15,4,"TA","TA","PConc",2,3,1,1,6,154,616,"GasA","Gd","Y",1,616,1688,2,4,1,2,8,1,2,1997,2,2,603,3,3,"Y",5,2008,4,"Normal",200000
802,30,8,40,4800,"Pave","Reg","Lvl",1,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,7,1916,1990,"Gable","CompShg",9,9,4,"TA","TA","CBlock",3,3,4,5,6,999,1196,"GasA","Ex","Y",2,1196,1196,1,2,1,3,5,1,6,1957,3,2,440,3,3,"Y",7,2007,5,"Normal",109900
803,60,6,63,8199,"Pave","Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg",17,16,4,"Gd","TA","PConc",2,3,2,1,6,80,728,"GasA","Ex","Y",1,728,1456,2,3,1,2,7,1,2,2005,1,2,410,3,3,"Y",10,2008,10,"Normal",189000
804,60,6,107,13891,"Pave","Reg","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2008,2009,"Hip","CompShg",15,15,5,"Ex","TA","PConc",1,3,1,6,6,1734,1734,"GasA","Ex","Y",1,1734,2822,3,4,1,1,12,1,4,2009,2,3,1020,3,3,"Y",1,2009,4,"Partial",582933
805,20,6,75,9000,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg",16,16,4,"TA","TA","CBlock",3,3,4,5,6,124,936,"GasA","TA","Y",1,1128,1128,1,2,1,3,5,2,2,1954,3,1,286,3,3,"Y",6,2006,5,"Family",118000
806,20,6,91,12274,"Pave","IR1","Lvl",1,"FR2","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2008,2008,"Gable","CompShg",15,15,5,"Gd","TA","PConc",2,3,4,6,6,1417,1417,"GasA","Ex","Y",1,1428,1428,2,3,1,1,6,1,2,2008,2,2,554,3,3,"Y",7,2008,4,"Partial",227680
807,80,6,75,9750,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1967,1967,"Gable","CompShg",15,15,4,"TA","TA","PConc",3,3,2,2,4,100,980,"GasA","Gd","Y",1,980,980,2,3,1,3,6,1,2,1967,1,1,384,3,3,"Y",10,2006,4,"Normal",135500
808,70,6,144,21384,"Pave","Reg","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",5,6,1923,2004,"Gable","CompShg",16,16,4,"TA","TA","CBlock",3,3,1,1,6,15,1324,"GasA","Ex","Y",1,1072,1576,1,3,1,2,6,1,2,1923,2,2,528,3,3,"Y",5,2009,4,"Normal",223500
809,80,6,85,13400,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1966,1966,"Gable","CompShg",15,15,2,"TA","TA","CBlock",3,3,2,2,3,380,1024,"GasA","TA","Y",1,1086,1086,1,3,1,3,6,1,2,1966,2,2,484,3,3,"Y",6,2006,4,"Normal",159950
810,75,8,90,8100,"Pave","Reg","Lvl",1,"Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",5,5,1898,1965,"Hip","CompShg",1,1,4,"TA","TA","PConc",3,3,4,6,6,849,849,"GasA","TA","N",2,1075,2138,2,2,3,3,11,1,6,1910,3,2,360,4,5,"N",11,2009,4,"Normal",106000
811,20,6,78,10140,"Pave","Reg","Lvl",1,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1974,1999,"Hip","CompShg",7,7,2,"TA","TA","CBlock",3,3,4,2,5,345,1040,"GasA","Fa","Y",1,1309,1309,1,3,1,2,5,1,2,1974,2,2,484,3,3,"Y",1,2006,9,"Normal",181000
812,120,8,24,4438,"Pave","Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,1,1,6,186,848,"GasA","Ex","Y",1,848,848,1,1,1,2,4,1,2,2004,1,2,420,3,3,"Y",6,2008,9,"Normal",144500
813,20,5,66,8712,"Grvl","Reg","Bnk",1,"Inside","Mod","IDOTRR","Norm","Norm","1Fam","1Story",5,5,1952,1952,"Hip","CompShg",16,16,4,"Fa","TA","CBlock",3,3,2,6,6,540,540,"GasA","TA","N",2,1044,1044,1,2,1,4,4,1,3,1952,3,2,504,3,3,"N",6,2010,5,"Alloca",55993
814,20,6,75,9750,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1958,1958,"Gable","CompShg",9,9,2,"TA","TA","CBlock",3,3,4,4,6,834,1442,"GasA","Gd","Y",1,1442,1442,1,4,1,3,7,1,2,1958,2,1,301,3,3,"Y",4,2007,5,"Normal",157900
815,50,6,45,8248,"Pave","Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1918,1950,"Gable","CompShg",14,14,4,"TA","TA","BrkTil",3,3,4,6,6,686,686,"GasW","Gd","Y",1,686,1250,1,3,1,4,7,1,6,1955,3,1,280,3,3,"P",7,2006,4,"Normal",116000
816,20,6,48,12137,"Pave","IR2","Lvl",1,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg",15,15,2,"TA","TA","PConc",2,3,4,6,6,1649,1649,"GasA","Ex","Y",1,1661,1661,2,3,1,2,6,1,2,1998,2,2,598,3,3,"Y",5,2010,9,"Normal",224900
817,20,6,90,11425,"Pave","IR1","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg",4,4,4,"TA","TA","CBlock",3,3,4,3,6,522,1008,"GasA","Gd","Y",1,1008,1008,1,2,1,3,4,1,2,1954,2,1,275,3,3,"Y",7,2006,4,"Normal",137000
818,20,6,70,13265,"Pave","IR1","Lvl",1,"CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg",6,9,2,"Gd","TA","PConc",2,3,4,1,6,350,1568,"GasA","Ex","Y",1,1689,1689,2,3,1,2,7,1,2,2002,2,3,857,3,3,"Y",7,2008,4,"Normal",271000
819,80,6,80,8816,"Pave","Reg","Lvl",1,"Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",6,7,1971,1971,"Gable","CompShg",7,7,2,"TA","TA","CBlock",3,3,2,1,6,506,1010,"GasA","Gd","Y",1,1052,1052,1,3,1,3,6,1,2,1971,3,2,440,3,3,"Y",6,2010,4,"Normal",155000
820,120,6,44,6371,"Pave","IR1","Lvl",1,"Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2009,2010,"Gable","CompShg",15,15,5,"Gd","TA","PConc",2,3,3,1,6,625,1358,"GasA","Ex","Y",1,1358,1358,2,2,1,2,6,1,2,2010,2,2,484,3,3,"Y",6,2010,4,"Partial",224000
821,60,6,72,7226,"Pave","IR1","Lvl",1,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,3,4,6,6,798,798,"GasA","Ex","Y",1,798,1640,2,3,1,2,6,1,2,2003,2,2,595,3,3,"Y",6,2008,4,"Normal",183000
822,20,8,60,6000,"Pave","Reg","Bnk",1,"Inside","Mod","OldTown","Norm","Norm","2fmCon","1Story",4,4,1953,1953,"Gable","CompShg",9,9,4,"Fa","TA","CBlock",4,3,4,6,6,936,936,"GasA","TA","N",1,936,936,1,2,1,3,4,3,6,1974,3,2,576,3,3,"Y",2,2009,4,"Normal",93000
823,60,6,78,12394,"Pave","IR1","Lvl",1,"Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,3,1,6,6,847,847,"GasA","Ex","Y",1,847,1733,2,3,1,2,7,1,4,2003,1,2,433,3,3,"Y",10,2007,9,"Family",225000
824,50,6,60,9900,"Pave","Reg","Lvl",1,"Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,7,1940,1950,"Gable","CompShg",15,15,4,"TA","TA","BrkTil",3,3,4,6,6,778,778,"GasA","TA","Y",1,944,1489,2,3,1,3,7,1,6,1940,3,1,240,3,3,"Y",7,2009,5,"Normal",139500
825,20,3,81,11216,"Pave","Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,2,4,6,6,1489,1489,"GasA","Ex","Y",1,1489,1489,2,3,1,2,7,1,2,2006,2,2,776,3,3,"Y",6,2006,4,"Partial",232600
826,20,6,114,14803,"Pave","Reg","Lvl",1,"Inside","Gtl","NridgHt","PosN","PosN","1Fam","1Story",10,5,2007,2008,"Hip","CompShg",6,7,2,"Ex","TA","PConc",1,3,2,1,6,442,2078,"GasA","Ex","Y",1,2084,2084,2,2,1,1,7,1,2,2007,1,3,1220,3,3,"Y",6,2008,4,"Partial",385000
827,45,8,50,6130,"Pave","Reg","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",5,6,1924,1950,"Gable","CompShg",9,9,4,"TA","TA","BrkTil",3,3,4,2,6,175,784,"GasA","Gd","Y",1,784,784,1,2,1,2,5,1,7,1965,4,0,0,6,6,"Y",5,2008,9,"Normal",109500
828,20,6,65,8529,"Pave","IR1","Lvl",1,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg",15,15,4,"Gd","TA","PConc",2,3,4,1,6,1434,1454,"GasA","Ex","Y",1,1434,1434,2,3,1,2,6,1,2,2001,2,2,527,3,3,"Y",4,2009,5,"Normal",189000
829,60,6,65,28698,"Pave","IR2","Low",1,"CulDSac","Sev","ClearCr","Norm","Norm","1Fam","2Story",5,5,1967,1967,"Flat","Tar&Grv",11,11,4,"TA","TA","PConc",3,2,1,5,2,691,1013,"GasA","TA","Y",1,1160,2126,2,3,1,3,7,3,2,1967,1,2,538,3,3,"Y",6,2009,5,"Abnorml",185000
830,160,3,24,2544,"Pave","Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,2005,2005,"Gable","CompShg",9,9,4,"Gd","TA","PConc",2,3,4,6,6,600,600,"GasA","Ex","Y",1,520,1223,2,2,1,2,4,1,6,2005,2,2,480,3,3,"Y",7,2006,9,"Normal",147400
831,20,6,80,11900,"Pave","IR1","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1957,1957,"Gable","CompShg",7,7,2,"TA","TA","CBlock",3,3,4,4,6,352,1392,"GasA","TA","Y",2,1392,1392,1,3,1,3,6,1,2,1957,2,2,458,3,3,"Y",6,2008,9,"Normal",166000
832,160,3,30,3180,"Pave","Reg","Lvl",1,"Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","CompShg",9,9,4,"TA","TA","PConc",2,3,4,6,6,600,600,"GasA","Ex","Y",1,520,1200,2,2,1,2,4,1,6,2005,2,2,480,3,3,"Y",6,2006,4,"Normal",151000
833,60,6,44,9548,"Pave","IR1","Lvl",1,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,6,2003,2003,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,4,1,6,458,941,"GasA","Ex","Y",1,941,1829,2,3,1,2,7,1,2,2003,2,2,613,3,3,"Y",1,2010,4,"Normal",237000
834,20,6,100,10004,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1964,1964,"Gable","CompShg",7,11,2,"TA","TA","CBlock",3,3,4,4,3,975,1516,"GasA","TA","Y",1,1516,1516,1,3,1,3,6,1,2,1964,2,2,472,3,3,"Y",2,2009,9,"Normal",167000
835,20,6,75,7875,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1961,1961,"Gable","CompShg",15,15,2,"TA","TA","CBlock",3,3,4,4,6,572,1144,"GasA","Gd","Y",1,1144,1144,1,3,1,3,6,1,2,1961,3,2,456,3,3,"Y",9,2008,5,"Normal",139950
836,20,6,60,9600,"Pave","Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,7,1950,1995,"Gable","CompShg",15,7,4,"TA","TA","CBlock",2,3,4,3,6,625,1067,"GasA","TA","Y",1,1067,1067,2,2,1,2,4,3,2,1996,3,2,436,3,3,"Y",2,2010,4,"Normal",128000
837,30,8,90,8100,"Pave","Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1948,1973,"Gable","CompShg",15,15,4,"TA","TA","BrkTil",3,3,4,4,6,1221,1559,"GasA","Gd","Y",1,1559,1559,1,2,1,3,5,3,6,1948,3,2,812,3,3,"Y",6,2007,5,"Normal",153500
838,160,8,21,1680,"Pave","Reg","Lvl",1,"Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg",7,7,2,"TA","TA","CBlock",3,3,4,3,6,153,483,"GasA","TA","Y",1,483,987,1,2,1,3,5,1,6,1973,3,1,264,3,3,"Y",11,2008,4,"Normal",100000
839,20,6,75,9525,"Pave","Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1995,2006,"Gable","CompShg",15,15,4,"TA","TA","PConc",2,3,4,6,6,1099,1099,"GasA","Ex","Y",1,1099,1099,1,3,1,2,6,1,2,1999,3,1,352,3,3,"Y",6,2008,4,"Normal",144000
840,50,6,70,11767,"Pave","Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1946,1995,"Gable","CompShg",9,9,4,"TA","TA","CBlock",3,3,4,3,6,416,768,"GasA","Ex","Y",1,768,1200,1,3,1,3,6,1,6,1946,3,1,240,3,3,"Y",5,2008,4,"Normal",130500
841,70,5,77,12155,"Pave","IR1","Lvl",1,"Inside","Gtl","SWISU","Norm","Norm","1Fam","2Story",6,8,1925,1950,"Gable","CompShg",16,16,4,"TA","TA","BrkTil",3,3,4,3,6,516,672,"GasA","TA","N",1,810,1482,2,4,1,4,7,1,6,1934,3,1,400,3,3,"P",3,2008,4,"Normal",140000
842,70,8,60,10440,"Pave","Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,8,1904,2002,"Gable","CompShg",9,9,4,"TA","TA","PConc",3,3,4,6,6,650,650,"GasA","Gd","Y",1,958,1539,2,3,1,2,8,1,6,1983,3,2,686,2,3,"P",6,2008,5,"Normal",157500
843,80,6,82,9020,"Pave","Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,7,1966,1966,"Gable","CompShg",7,7,2,"TA","TA","CBlock",3,3,1,4,2,276,1127,"GasA","TA","Y",1,1165,1165,1,3,1,3,6,1,2,1966,2,2,490,2,2,"Y",5,2008,5,"Normal",174900
844,90,6,80,8000,"Pave","Reg","Lvl",1,"Corner","Gtl","NAmes","Artery","Norm","Duplex","1Story",5,4,1961,1961,"Gable","CompShg",4,4,4,"TA","TA","CBlock",3,3,4,6,6,1800,1800,"GasA","Ex","N",1,1800,1800,2,6,2,3,10,1,7,1949,4,0,0,6,6,"Y",7,2007,4,"Normal",141000
845,50,8,100,12665,"Pave","IR1","Lvl",1,"Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,8,1915,1950,"Gable","CompShg",16,16,4,"TA","TA","BrkTil",3,3,3,6,6,876,876,"GasA","Gd","Y",1,876,1416,1,4,1,3,7,1,6,1949,3,3,720,3,3,"Y",6,2008,5,"Normal",153900
846,85,6,59,16647,"Pave","IR1","Lvl",1,"CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","SFoyer",5,5,1975,1981,"Gable","CompShg",7,7,4,"TA","TA","CBlock",2,3,1,2,6,221,1390,"GasA","TA","Y",1,1701,1701,2,3,1,3,6,3,3,1975,1,2,611,3,3,"Y",1,2007,9,"Normal",171000
847,60,6,75,9317,"Pave","Reg","Lvl",1,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg",7,7,2,"Gd","TA","PConc",2,3,4,2,6,227,740,"GasA","Ex","Y",1,1006,1775,2,3,1,2,7,1,2,1993,3,2,425,3,3,"Y",7,2009,5,"Normal",213000
848,20,6,36,15523,"Pave","IR1","Lvl",1,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1972,1972,"Gable","CompShg",7,11,4,"TA","TA","CBlock",3,3,2,3,6,404,864,"GasA","Ex","Y",1,864,864,1,3,1,3,5,1,2,1972,3,1,338,3,3,"Y",8,2009,5,"Normal",133500
849,50,6,75,45600,"Pave","IR2","Bnk",1,"Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",6,8,1908,1997,"Gable","CompShg",16,16,4,"TA","TA","BrkTil",3,3,4,6,6,907,907,"GasA","TA","Y",1,1307,2358,3,5,1,3,10,1,6,1908,3,2,360,4,3,"Y",9,2008,4,"Normal",240000
850,80,6,80,9600,"Pave","Reg","Lvl",1,"FR2","Gtl","Veenker","Feedr","Norm","1Fam","SLvl",6,7,1976,1994,"Hip","CompShg",11,11,2,"Gd","Gd","CBlock",3,3,4,6,6,528,528,"GasA","Ex","Y",1,1094,1855,2,3,1,3,7,1,2,1976,2,2,512,3,3,"Y",8,2007,5,"Normal",187000
851,120,8,36,4435,"Pave","Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,2,1,6,189,848,"GasA","Ex","Y",1,848,848,1,1,1,2,3,1,2,2003,1,2,420,3,3,"Y",11,2007,4,"Normal",131500
852,120,6,74,3196,"Pave","Reg","Lvl",1,"Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2003,2003,"Gable","CompShg",15,15,2,"Gd","TA","PConc",2,3,1,6,6,1273,1273,"GasA","Ex","Y",1,1456,1456,2,2,1,2,7,1,2,2003,1,2,400,3,3,"Y",5,2006,4,"Normal",215000
853,75,6,53,7128,"Pave","Reg","Lvl",1,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","2.5Unf",7,5,1941,1950,"Gable","CompShg",9,9,4,"TA","Gd","CBlock",3,3,4,4,6,554,918,"GasA","Gd","Y",1,918,1646,2,4,1,3,7,1,6,1941,3,1,240,3,3,"Y",8,2007,4,"Normal",164000
854,80,6,42,12095,"Pave","IR1","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1964,1964,"Gable","CompShg",9,7,2,"TA","Gd","CBlock",3,3,1,4,6,563,1127,"GasA","TA","Y",1,1445,1445,1,3,1,3,7,1,2,1964,2,2,645,3,3,"Y",8,2009,4,"Normal",158000
855,20,6,102,17920,"Pave","Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,4,1955,1974,"Hip","CompShg",16,11,4,"TA","TA","CBlock",3,3,3,2,4,372,1763,"GasA","TA","Y",1,1779,1779,1,3,1,3,6,1,2,1955,3,2,454,3,3,"Y",7,2006,5,"Abnorml",170000
856,20,6,62,6897,"Pave","IR1","Lvl",1,"Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1962,2010,"Gable","CompShg",7,7,4,"TA","Gd","CBlock",3,3,4,2,6,381,1040,"GasA","Ex","Y",1,1040,1040,1,3,1,3,6,1,6,1962,3,1,260,3,3,"Y",4,2010,4,"Normal",127000
857,80,6,69,10970,"Pave","IR1","Low",1,"Inside","Mod","CollgCr","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg",11,7,4,"TA","TA","CBlock",2,2,1,1,5,204,940,"GasA","TA","Y",1,1026,1026,1,3,1,3,5,1,6,1981,3,2,576,3,4,"Y",10,2008,4,"Normal",147000
858,60,6,65,8125,"Pave","Reg","Lvl",1,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1994,1995,"Gable","CompShg",7,7,4,"TA","TA","PConc",2,3,4,6,6,702,702,"GasA","Gd","Y",1,702,1481,2,3,1,3,6,1,2,1994,1,2,343,3,3,"Y",3,2009,4,"Normal",174000
859,20,6,80,10400,"Pave","Reg","Lvl",1,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1976,1976,"Gable","CompShg",7,7,2,"TA","TA","CBlock",2,3,4,6,6,1090,1090,"GasA","TA","Y",1,1370,1370,2,3,1,3,6,1,2,1976,2,2,479,3,3,"Y",6,2009,9,"Family",152000
860,60,6,71,11029,"Pave","IR1","Lvl",1,"Corner","Gtl","NWAmes","PosA","Norm","1Fam","2Story",6,7,1968,1984,"Gable","CompShg",7,7,2,"TA","TA","CBlock",3,3,3,3,6,435,1054,"GasA","TA","Y",1,1512,2654,2,4,1,2,9,1,2,1968,3,2,619,3,3,"Y",8,2006,4,"Normal",250000
861,50,6,55,7642,"Pave","Reg","Lvl",1,"Corner","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,8,1918,1998,"Gable","CompShg",16,16,4,"Gd","TA","BrkTil",3,3,4,6,6,912,912,"GasA","Gd","Y",1,912,1426,1,3,1,2,7,1,6,1925,3,1,216,3,3,"Y",6,2007,4,"Normal",189950
862,190,6,75,11625,"Pave","Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","2fmCon","1Story",5,4,1965,1965,"Hip","CompShg",11,7,4,"TA","TA","PConc",3,3,3,3,6,198,1039,"GasA","Ex","Y",1,1039,1039,1,3,1,3,6,1,2,1965,3,2,504,3,3,"Y",4,2010,4,"Normal",131500
