"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1810",1810,70,8,57,6406,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,6,1939,1950,"Gable","CompShg",16,16,4,130,"TA","TA","BrkTil",3,3,4,2,421,6,0,269,690,"GasA","TA","Y",2,868,690,514,1558,0,0,1,1,3,1,3,7,1,1,2,6,1939,3,2,400,3,3,"Y",0,36,0,0,182,0,5,2,6,0,10,2009,4,"Normal",150000
"1811",1811,190,8,63,7627,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","OldTown","Artery","Norm","2fmCon","2Story",4,6,1920,1950,"Gable","CompShg",1,1,4,233,"Fa","TA","BrkTil",4,5,4,6,185,6,0,600,600,"GasA","Gd","N",1,1101,600,420,1701,0,0,2,0,4,2,4,8,1,0,6,7,1921,4,0,0,6,6,"N",0,0,148,0,0,0,5,5,6,0,10,2009,4,"Normal",94550
"1812",1812,50,8,56,10134,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,5,1910,1950,"Gable","CompShg",9,9,4,287,"TA","TA","BrkTil",4,3,4,6,36,6,0,801,801,"GasA","Gd","N",1,801,646,512,1447,0,0,1,0,3,1,3,6,1,0,6,7,1930,4,0,0,6,6,"N",80,0,244,0,0,0,5,5,6,0,7,2009,5,"Normal",103000
"1813",1813,50,8,50,6000,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1950,1970,"Gable","CompShg",16,16,4,112,"TA","Ex","CBlock",3,3,4,3,384,6,0,384,768,"GasA","TA","Y",2,768,560,515,1328,0,0,1,1,3,1,3,6,1,0,6,6,1950,3,1,308,3,3,"Y",0,12,0,0,0,0,5,2,6,0,3,2009,5,"Normal",129500
"1814",1814,30,8,62,7404,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,6,1920,1950,"Gable","CompShg",9,9,4,260,"TA","TA","BrkTil",4,3,4,6,322,6,0,861,861,"GasA","TA","Y",1,861,1538,140,861,0,0,1,0,2,1,3,5,1,0,6,6,1920,3,2,288,3,3,"N",0,0,128,0,0,0,5,5,6,0,11,2009,10,"Normal",80000
"1815",1815,30,8,50,5925,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",2,4,1940,1950,"Gable","CompShg",9,9,4,344,"TA","Gd","BrkTil",6,6,5,7,590,7,0,166,825,"GasA","Fa","N",2,612,580,479,612,0,0,1,0,1,1,3,4,1,0,6,6,1965,3,1,308,3,4,"N",0,0,25,0,0,0,5,5,6,0,10,2009,5,"Normal",45000
"1816",1816,30,8,60,8520,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,8,1923,1950,"Gable","CompShg",14,14,4,120,"Gd","TA","PConc",4,3,4,6,426,6,0,624,624,"GasA","TA","Y",1,792,716,514,792,0,0,1,0,2,1,3,5,1,0,6,6,1963,3,1,287,3,3,"Y",0,0,81,0,0,0,5,3,6,0,2,2009,4,"Normal",99500
"1817",1817,70,8,60,9600,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,4,1910,1950,"Gable","CompShg",15,15,4,394,"Gd","Gd","BrkTil",4,3,4,6,1441,6,0,677,677,"GasA","TA","Y",1,833,677,390,1510,0,0,2,0,3,1,2,7,1,0,6,6,1974,3,2,720,3,3,"N",0,0,160,0,0,0,5,5,6,0,6,2009,4,"Normal",87500
"1818",1818,70,8,70,8400,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",6,7,1900,1950,"Gable","CompShg",14,4,4,473,"TA","TA","BrkTil",4,2,3,6,699,6,0,917,917,"GasA","Gd","Y",2,1090,917,80,2007,0,0,2,0,3,1,1,8,1,0,6,6,1930,3,1,357,3,3,"Y",0,235,0,0,0,0,5,5,6,0,6,2009,4,"Normal",160000
"1819",1819,70,8,60,3600,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,1917,2007,"Gable","CompShg",14,14,4,132,"TA","TA","BrkTil",3,3,4,6,419,6,0,624,624,"GasA","Ex","Y",1,664,624,120,1288,1,0,1,0,3,1,1,5,1,1,2,2,1917,3,1,280,3,3,"N",0,103,0,0,0,0,5,5,6,0,5,2009,4,"Normal",119000
"1820",1820,30,6,68,3300,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,3,1910,1950,"Gable","CompShg",14,14,4,100,"TA","TA","BrkTil",3,3,4,6,936,6,0,624,624,"GasA","Ex","Y",1,816,885,114,816,0,0,1,0,2,1,3,5,1,1,2,7,1968,4,0,0,6,6,"N",0,33,0,0,0,0,5,5,6,0,6,2009,9,"Normal",58500
"1821",1821,50,8,60,5400,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,6,1920,1950,"Gable","CompShg",9,9,4,97,"Fa","TA","BrkTil",3,3,4,6,1464,6,0,972,972,"GasA","Ex","Y",1,1044,1005,436,1480,0,0,1,0,3,1,3,6,1,0,6,6,1920,3,1,207,4,3,"Y",0,0,176,0,0,0,5,5,6,0,9,2009,8,"Family",119000
"1822",1822,70,8,60,9720,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,1910,2002,"Gable","CompShg",9,9,4,135,"TA","TA","PConc",3,3,4,6,602,6,0,741,741,"GasA","Ex","Y",1,780,741,479,1521,0,0,1,0,4,1,2,8,1,0,6,6,1950,3,3,640,3,3,"Y",0,0,238,0,0,0,5,2,6,0,9,2009,4,"Normal",146500
"1823",1823,30,6,72,9392,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",3,3,1900,1950,"Mansard","CompShg",1,1,4,171,"TA","Fa","CBlock",4,3,4,6,656,6,0,245,245,"GasA","TA","N",1,797,537,397,797,0,0,1,0,2,1,3,5,1,0,6,7,1980,4,0,0,6,6,"N",0,36,94,0,0,0,5,5,6,0,9,2009,4,"Abnorml",44000
"1824",1824,30,6,55,6615,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",6,6,1923,1950,"Gable","CompShg",9,9,4,257,"TA","TA","BrkTil",3,3,4,6,686,6,0,1022,1022,"GasA","TA","N",2,1432,600,397,1432,0,0,1,0,3,1,2,6,1,1,2,4,1923,3,1,216,4,3,"Y",266,61,0,0,0,0,5,3,6,0,9,2009,5,"Normal",149000
"1825",1825,70,6,50,4960,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1.5Fin",5,7,1930,1982,"Gable","CompShg",17,15,4,40,"TA","TA","CBlock",3,3,4,6,847,6,0,297,297,"GasA","Ex","Y",1,1001,653,436,1654,0,0,2,0,3,1,3,7,1,1,2,6,1955,3,1,336,3,3,"N",244,60,0,0,0,0,5,5,6,0,5,2009,4,"Normal",137000
"1826",1826,50,8,60,6000,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1924,1950,"Gable","CompShg",14,14,2,444,"TA","TA","BrkTil",3,3,4,4,220,6,0,248,468,"GasA","Gd","Y",1,822,320,513,1142,0,0,1,0,3,1,3,6,1,0,6,2,1924,1,1,320,3,3,"Y",0,0,98,0,0,0,5,5,6,0,6,2009,9,"Normal",93000
"1827",1827,30,8,51,6120,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,6,1925,1999,"Gable","CompShg",9,9,4,54,"TA","TA","BrkTil",3,3,4,6,492,6,0,960,960,"GasA","Gd","Y",1,995,602,120,995,0,0,1,0,2,1,3,5,1,0,6,6,1926,3,1,264,3,3,"Y",0,15,51,0,0,0,5,2,6,0,3,2009,5,"Abnorml",115000
"1828",1828,50,8,51,6120,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,6,1938,1950,"Gable","CompShg",16,16,4,53,"TA","TA","BrkTil",3,4,4,5,273,6,0,679,952,"GasA","TA","Y",2,994,588,514,1582,0,0,2,0,3,1,3,6,1,1,2,6,1938,3,1,250,4,3,"Y",189,0,34,150,0,0,5,5,6,0,2,2009,4,"Normal",150000
"1829",1829,30,8,50,8635,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,5,1925,1950,"Hip","CompShg",16,16,4,356,"TA","Fa","BrkTil",3,3,4,5,134,6,0,938,1072,"GasA","TA","Y",1,1072,809,450,1072,1,0,1,0,2,1,3,5,1,0,6,6,1982,3,5,1184,4,3,"P",0,0,105,0,0,0,5,5,6,0,8,2009,5,"Normal",126500
"1830",1830,70,8,57,8094,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,6,1915,1950,"Gable","CompShg",9,9,4,355,"TA","TA","PConc",3,3,4,6,659,6,0,1048,1048,"GasA","Gd","Y",2,1048,720,515,1768,0,0,2,0,3,1,3,8,1,0,6,6,1930,3,2,576,4,4,"Y",0,0,150,0,0,0,5,5,6,0,6,2009,4,"Normal",155000
"1831",1831,70,8,68,9928,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1915,1994,"Gable","CompShg",16,16,4,304,"TA","Gd","BrkTil",3,3,4,6,820,6,0,672,672,"GasA","Fa","Y",1,1272,672,156,1944,0,0,2,0,3,1,3,8,3,0,6,6,1915,3,1,216,3,3,"N",24,28,0,0,0,0,5,5,4,400,6,2009,4,"Normal",179900
"1832",1832,90,8,50,3000,"Pave",1,"Reg","Bnk",1,"Inside","Gtl","OldTown","Norm","Norm","Duplex","2Story",5,1,1922,1950,"Hip","CompShg",9,9,4,302,"TA","TA","BrkTil",3,4,4,6,522,6,0,1040,1040,"GasA","TA","N",1,1088,1040,144,2128,0,0,2,0,4,2,3,11,7,0,6,7,1969,4,0,0,6,6,"Y",0,56,0,0,0,0,5,5,6,0,9,2009,4,"Abnorml",62500
"1833",1833,70,8,57,6876,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",6,5,1927,1950,"Gable","CompShg",11,11,4,52,"TA","TA","CBlock",3,4,4,3,522,6,0,198,720,"GasA","Fa","Y",1,1146,784,234,1930,1,0,2,0,4,1,3,8,1,0,6,2,1927,3,1,316,3,3,"Y",0,0,213,0,0,0,5,2,6,0,8,2009,5,"Normal",149000
"1834",1834,70,8,51,5775,"Pave",2,"IR2","Bnk",1,"Corner","Mod","OldTown","Feedr","Norm","1Fam","2Story",6,7,1915,2002,"Gable","CompShg",16,16,4,200,"TA","TA","BrkTil",3,3,4,6,400,6,0,483,483,"GasA","Ex","Y",1,741,686,312,1427,0,0,1,0,3,1,2,7,1,0,6,2,1915,3,1,379,3,3,"Y",0,24,112,0,0,0,5,5,6,0,2,2009,4,"Normal",123000
"1835",1835,190,8,41,5852,"Pave",1,"IR3","Bnk",1,"Corner","Gtl","OldTown","Feedr","Norm","2fmCon","2.5Unf",7,5,1902,2000,"Gable","CompShg",9,9,5,188,"TA","Fa","BrkTil",3,4,4,4,169,6,0,851,1020,"GasA","TA","N",3,978,886,420,1864,0,0,2,1,6,1,3,9,1,0,6,7,1910,4,0,0,6,6,"N",0,188,102,0,0,0,5,5,6,0,5,2009,4,"Normal",97500
"1836",1836,50,8,60,5160,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1927,1950,"Gable","CompShg",9,9,4,156,"TA","Fa","BrkTil",3,3,4,6,732,6,0,1204,1204,"GasA","TA","Y",2,1204,462,481,1666,0,0,1,0,3,1,3,4,1,0,6,6,1927,3,1,384,4,3,"Y",0,0,148,0,0,0,5,5,6,0,8,2009,4,"Normal",135000
"1837",1837,85,8,86,5160,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","SFoyer",4,6,1923,1950,"Hip","CompShg",9,9,4,280,"TA","Gd","PConc",2,4,2,3,749,4,63,46,858,"GasA","TA","Y",1,892,895,205,892,1,0,1,0,1,1,2,5,3,0,6,7,1999,4,0,0,6,6,"N",0,0,105,0,160,0,5,5,6,0,7,2009,5,"Abnorml",70000
"1838",1838,190,8,60,10320,"Pave",1,"Reg","Bnk",1,"Inside","Gtl","IDOTRR","Artery","Norm","2fmCon","2Story",6,7,1915,1965,"Gable","CompShg",9,9,4,156,"TA","Gd","CBlock",3,3,4,4,276,2,262,160,698,"GasA","Ex","Y",3,754,649,114,1403,1,0,1,1,3,1,3,7,1,0,6,6,1915,3,1,308,3,3,"Y",0,0,288,0,0,0,5,5,6,0,2,2009,4,"Normal",116000
"1839",1839,20,6,50,4280,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,9,1946,2001,"Gable","CompShg",9,9,4,300,"TA","Gd","CBlock",4,3,4,6,1084,6,0,560,560,"GasA","Ex","Y",2,704,595,697,704,0,1,1,0,2,1,4,4,1,0,6,5,1946,3,1,220,3,3,"Y",0,0,24,0,0,0,5,5,6,0,9,2009,8,"Normal",88750
"1840",1840,90,6,60,10800,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",5,5,1987,1988,"Gable","CompShg",11,11,4,120,"TA","Gd","CBlock",2,2,1,1,1200,6,0,441,1200,"GasA","TA","Y",1,1200,1004,481,1200,3,0,3,0,3,1,3,5,1,0,6,7,1983,4,0,0,6,6,"Y",120,0,0,0,0,0,5,5,6,0,3,2009,4,"Alloca",179000
"1841",1841,90,6,95,10547,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","Duplex","SFoyer",5,5,1978,1978,"Gable","CompShg",11,11,4,163,"TA","TA","PConc",2,2,1,1,1152,6,0,92,1152,"GasA","TA","Y",1,1152,744,572,1152,2,0,2,0,2,2,3,6,1,0,6,6,1960,3,1,252,3,4,"N",0,0,0,0,0,0,5,5,6,0,7,2009,4,"Normal",159900
"1842",1842,50,6,60,9780,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,3,1934,1950,"Gable","CompShg",9,9,4,402,"TA","TA","PConc",3,3,4,6,426,6,0,585,585,"GasA","TA","N",2,687,425,362,1112,1,0,2,0,4,1,3,6,1,0,6,6,1934,3,1,226,5,5,"N",0,0,0,0,0,0,5,5,6,0,3,2009,4,"Normal",63000
"1843",1843,20,6,75,11625,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Hip","CompShg",7,7,2,172,"TA","TA","CBlock",3,3,4,3,527,6,0,525,1052,"GasA","TA","Y",1,1052,890,513,1052,0,0,1,1,3,1,3,6,1,1,5,2,1984,1,1,668,3,3,"Y",0,215,0,0,0,0,5,5,6,0,4,2009,4,"Abnorml",113500
"1844",1844,85,6,110,8014,"Pave",2,"IR1","Lvl",1,"CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",6,5,1978,1978,"Gable","CompShg",11,7,2,23,"TA","TA","CBlock",2,3,1,1,456,6,0,223,456,"GasA","TA","Y",1,1034,942,473,1034,0,1,1,0,3,1,3,5,1,1,4,3,1978,1,2,504,3,3,"Y",0,0,0,0,0,0,5,5,6,0,6,2009,4,"Normal",149900
"1845",1845,80,6,88,15400,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",5,5,1961,1961,"Hip","CompShg",7,7,4,568,"TA","TA","CBlock",3,2,4,6,985,6,0,552,552,"GasA","TA","Y",1,904,611,259,1774,0,0,2,0,4,1,3,8,1,1,3,2,1961,3,1,384,3,3,"Y",290,40,0,0,0,0,5,5,6,0,7,2009,4,"Normal",165000
"1846",1846,80,6,88,15312,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,5,1960,1960,"Hip","CompShg",16,16,2,54,"TA","TA","CBlock",3,3,2,3,588,6,0,550,1138,"GasA","Ex","Y",1,1138,348,205,1138,0,1,1,0,3,1,3,6,1,1,3,2,1960,2,2,480,3,3,"Y",0,0,0,0,140,0,5,2,6,0,3,2009,5,"Normal",148000
"1847",1847,80,6,60,15584,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",5,5,1956,1956,"Hip","CompShg",16,16,2,366,"TA","TA","CBlock",3,3,3,6,384,6,0,825,825,"GasA","Ex","Y",1,2071,548,473,2071,0,1,1,1,4,1,3,9,1,1,3,2,1956,3,1,336,3,3,"Y",131,28,0,0,0,0,5,5,6,0,10,2009,5,"Normal",165000
"1848",1848,20,6,60,9000,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",2,2,1947,1950,"Gable","CompShg",16,16,4,190,"TA","TA","Slab",6,6,5,7,534,7,0,1468,1148,"GasA","Fa","N",1,660,218,140,660,0,0,1,0,2,1,4,5,3,0,6,7,1920,4,0,0,6,6,"N",0,0,100,0,0,0,5,5,6,0,6,2009,4,"Normal",63900
"1849",1849,20,6,60,15635,"Pave",2,"IR1","Lvl",1,"CulDSac","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1954,1954,"Gable","CompShg",15,15,4,176,"TA","TA","CBlock",6,6,5,7,338,7,0,395,1622,"GasA","TA","Y",1,1383,1288,362,1383,0,0,1,0,2,1,3,6,4,0,6,2,1980,3,2,498,4,3,"Y",0,0,90,0,110,0,5,5,6,0,10,2009,9,"Normal",122000
"1850",1850,20,6,68,9571,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Hip","CompShg",9,9,4,184,"TA","TA","CBlock",3,3,4,4,257,6,0,816,1073,"GasA","TA","Y",2,1073,1139,120,1073,1,0,1,0,2,1,3,5,1,0,6,2,1956,3,1,340,3,3,"Y",0,0,0,0,0,0,5,1,6,0,2,2009,5,"Normal",121500
"1851",1851,60,6,50,9350,"Pave",2,"Reg","Bnk",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story",6,7,1946,1950,"Hip","CompShg",9,9,4,183,"TA","TA","CBlock",3,3,4,3,342,6,0,405,747,"GasA","Ex","Y",1,892,747,53,1639,0,0,1,1,3,1,2,6,1,1,2,6,1946,3,1,240,3,3,"Y",0,50,0,0,0,0,5,5,6,0,7,2009,4,"Normal",154400
"1852",1852,20,6,62,7440,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg",16,16,4,420,"TA","TA","CBlock",2,3,4,3,173,6,0,916,1089,"GasW","TA","Y",1,1089,896,53,1089,1,0,1,0,3,1,3,5,1,1,2,6,1954,2,1,252,3,3,"P",328,0,0,0,0,0,5,2,6,0,9,2009,5,"Normal",125000
"1853",1853,120,6,42,4235,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","TwnhsE","1Story",5,5,1984,1984,"Gable","CompShg",7,7,2,149,"Gd","TA","CBlock",2,3,3,1,552,2,393,104,1049,"GasA","TA","Y",1,1049,804,140,1049,1,0,2,0,2,1,2,5,1,0,6,2,1984,1,1,266,3,3,"Y",0,105,0,0,0,0,5,5,6,0,2,2009,5,"Normal",139500
"1854",1854,80,6,74,10778,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","SawyerW","Feedr","Norm","1Fam","SLvl",7,6,1990,1991,"Gable","CompShg",7,7,4,224,"Gd","TA","PConc",2,3,4,1,460,2,286,308,1054,"GasA","Gd","Y",1,1061,912,362,1061,1,0,1,1,1,1,2,4,1,0,6,2,1990,3,2,462,3,3,"Y",114,36,0,0,0,0,5,5,6,0,7,2009,4,"Normal",162000
"1855",1855,80,6,66,19255,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","SLvl",6,5,1983,1983,"Gable","CompShg",16,16,2,100,"Gd","TA","CBlock",2,3,2,4,70,1,450,163,520,"GasA","Gd","Y",1,1338,1276,205,1338,0,0,1,1,2,1,2,5,3,1,5,2,1983,3,2,576,3,3,"Y",0,0,0,0,0,0,5,5,4,600,9,2009,4,"Normal",156500
"1856",1856,60,6,85,10560,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Gable","CompShg",15,15,4,894,"Gd","Gd","PConc",2,2,4,1,474,6,0,605,1079,"GasA","Ex","Y",1,1079,800,156,1879,1,0,2,1,3,1,2,8,1,1,3,2,1993,2,2,473,3,3,"Y",400,100,144,0,0,0,5,2,6,0,8,2009,4,"Normal",239900
"1857",1857,70,6,120,26400,"Pave",1,"Reg","Bnk",1,"FR2","Gtl","SawyerW","Feedr","Norm","1Fam","2Story",5,7,1880,2007,"Gable","CompShg",7,7,4,1,"Gd","TA","PConc",6,6,5,7,962,7,0,207,735,"GasA","Ex","Y",1,1288,728,360,2016,0,0,1,0,4,1,3,7,4,1,3,2,1900,3,2,576,3,3,"P",0,0,0,0,0,0,5,5,6,0,6,2009,4,"Normal",131000
"1858",1858,90,6,64,7018,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",5,5,1979,1979,"Gable","CompShg",7,7,4,162,"TA","TA","Slab",6,6,5,7,985,7,0,278,1344,"GasA","TA","Y",1,1114,1114,232,2228,0,0,2,0,6,2,3,8,1,0,6,6,1979,3,2,720,3,3,"Y",73,0,0,0,0,0,5,5,6,0,6,2009,4,"Alloca",147983
"1859",1859,90,6,64,7018,"Pave",1,"Reg","Bnk",1,"Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg",7,7,4,80,"TA","TA","Slab",6,6,5,7,755,7,0,677,884,"GasA","TA","Y",1,1535,360,572,1535,0,0,2,0,4,2,3,8,1,0,6,2,1979,3,2,400,3,3,"Y",0,0,0,0,0,0,5,1,6,0,6,2009,5,"Alloca",118858
"1860",1860,90,6,64,7040,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","SawyerW","Feedr","Norm","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg",11,11,2,216,"TA","TA","CBlock",2,3,2,1,1094,6,0,810,1094,"GasA","TA","Y",1,1229,1285,53,1229,2,0,0,2,2,2,2,6,1,2,3,6,1979,3,2,672,3,3,"Y",120,0,0,0,0,0,5,5,6,0,6,2009,4,"Alloca",148325
"1861",1861,90,6,64,7007,"Pave",2,"Reg","Bnk",1,"Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg",7,7,4,118,"TA","TA","Slab",6,6,5,7,812,7,0,350,528,"GasA","TA","Y",1,1513,888,156,1513,0,0,2,0,4,2,3,8,1,0,6,2,1979,3,2,400,3,3,"Y",0,0,0,0,0,0,5,5,6,0,6,2009,5,"Alloca",113722
"1862",1862,90,6,44,11855,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","SawyerW","Norm","Norm","Duplex","2Story",7,5,2000,2000,"Hip","CompShg",15,15,2,23,"TA","TA","PConc",1,3,4,1,820,6,0,348,1168,"GasA","Ex","Y",1,1168,1619,360,2787,2,0,4,2,6,2,3,8,1,2,3,4,2000,1,4,820,3,3,"Y",312,0,0,0,0,0,5,5,6,0,10,2009,4,"Normal",269500
"1863",1863,90,6,100,7939,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",7,5,2000,2000,"Hip","CompShg",15,15,2,23,"TA","TA","PConc",1,3,4,1,820,6,0,348,1168,"GasA","Ex","Y",1,1168,1619,80,2787,2,0,4,2,6,2,3,8,1,2,3,4,2000,1,4,820,3,3,"Y",312,0,0,0,0,0,5,5,6,0,10,2009,4,"Normal",269500
"1864",1864,90,6,75,7976,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",7,5,2000,2000,"Hip","CompShg",15,15,2,23,"TA","TA","PConc",1,3,4,1,820,6,0,348,1168,"GasA","Ex","Y",1,1168,1619,232,2787,2,0,4,2,6,2,3,8,1,2,3,4,2000,1,4,820,3,3,"Y",312,0,0,0,0,0,5,5,6,0,10,2009,4,"Normal",269500
"1865",1865,20,6,84,10933,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",9,5,2009,2009,"Hip","CompShg",15,15,5,242,"Ex","TA","PConc",1,3,1,1,1021,6,0,534,1555,"GasA","Ex","Y",1,1680,534,515,1680,1,0,1,1,1,1,1,8,1,1,2,2,2009,1,3,1138,3,3,"Y",185,24,0,0,0,0,5,5,6,0,7,2009,4,"Partial",323262
"1866",1866,20,6,65,10816,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Gable","CompShg",15,15,5,364,"Ex","TA","PConc",1,3,1,1,1104,6,0,616,1720,"GasA","Ex","Y",1,1720,527,1064,1720,1,0,2,0,3,1,1,8,1,1,2,2,2008,2,3,846,3,3,"Y",208,104,0,0,0,0,5,5,6,0,11,2009,9,"Normal",332000
"1867",1867,20,6,71,9178,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg",15,15,4,466,"Gd","TA","PConc",2,3,2,6,182,6,0,1468,1468,"GasA","Ex","Y",1,1468,836,140,1468,0,0,2,0,3,1,2,6,1,1,2,2,2008,2,3,904,3,3,"Y",192,142,0,0,0,0,5,5,6,0,6,2009,5,"Normal",239900
"1868",1868,20,6,77,11422,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Hip","CompShg",15,15,5,352,"Gd","TA","PConc",1,3,2,1,1359,6,0,479,1838,"GasA","Ex","Y",1,1838,728,697,1838,1,0,2,0,3,1,2,7,1,2,2,2,2007,2,2,524,3,3,"Y",154,222,0,0,0,0,5,5,6,0,4,2009,2,"Normal",272500
